"ref" "Longitude" "Latitude" "Depth" "Station" "d53Cr" "Cr (ng/kg)" "Salinity" "O2 (ml/L)" "Cr [nmol_kg]" "Cruise" "Cast" "Sample ID" "neutral_density" "Potential Temperature" "NO3 + NO2" "Cr [ng_kg]" "NO3" "2 SEM" "Cr(III)" "Cr(III) error" "%Cr(III)" "%Cr(III) error" "Cr(VI) + CR(III)NR" "Cr(VI) + CR(III)NR error" "Event" "Elevation [m]" "TPM [mg/l] (Filtration)" "Mn2+ [µg/l] (total dissolved, Atomic absor...)" "Mn2+ [µg/l] (dissolved, Atomic absorption ...)" "Mn part [ng/l] (Atomic absorption spectrometr...)" "Fe [µg/l] (dissolved, Atomic absorption ...)" "Fe [µg/l] (particulate, Atomic absorptio...)" "Cr [µg/l] (dissolved, Atomic absorption ...)" "Cr [µg/l] (particulate, Atomic absorptio...)" "Cu [µg/l] (dissolved, Atomic absorption ...)" "Cu [µg/l] (particulate, Atomic absorptio...)" "Ni [µg/l] (dissolved, Atomic absorption ...)" "Ni [µg/l] (particulate, Atomic absorptio...)" "Co [µg/l] (dissolved, Atomic absorption ...)" "Co [µg/l] (particulate, Atomic absorptio...)" "Cd [µg/l] (dissolved, Atomic absorption ...)" "Cd [µg/l] (particulate, Atomic absorptio...)" "CrTOT (nM)" "dCrTOT53 (‰)" "2 s.d. (‰)" "O2" "error53Cr" "PO4" "Si(OH)4" "Water Mass" "date_time [UTC]" "trace_metal_rosette_cast_number" "ace_event_number" "ace_sample_number" "internal_error [‰]"
"Demina1989" 155.1633 50.575 200 NA NA NA NA NA 0.578524797923096 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AMK11A-1418" -994 86 NA 7.2 NA 2.65 NA 0.016 NA 0.018 NA NA NA 0.266 NA 0.0096 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Demina1989" 155.1633 50.575 401 NA NA NA NA NA 0.72315599740387 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AMK11A-1418" -994 84 NA 1.6 NA 0.48 NA 0.02 NA 0.216 NA NA NA 0.247 NA 0.0095 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Demina1989" 155.1633 50.575 700 NA NA NA NA NA 0.433893598442322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AMK11A-1418" -994 49 NA 14 NA 1.14 NA 0.012 NA 0.096 NA NA NA 0.246 NA 0.0096 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Demina1989" 155.1633 50.575 761 NA NA NA NA NA 0.867787196884644 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AMK11A-1418" -994 119 NA 49 NA 1.58 NA 0.024 NA 0.096 NA NA NA 0.241 NA 0.012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Demina1989" 155.1633 50.575 790 NA NA NA NA NA 0.72315599740387 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AMK11A-1418" -994 74 NA 13 NA 0.08 NA 0.02 NA 0.08 NA NA NA 0.215 NA 0.0084 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Demina1989" 155.1633 50.575 969 NA NA NA NA NA 1.26552299545677 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AMK11A-1418" -994 331 NA 26 NA 0.5 NA 0.035 NA 0.576 NA NA NA 0.288 NA 0.0108 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -51.444 -40.5536666666667 30 "Argentine basin" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.36 0.412 0.036 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -51.444 -40.5536666666667 150 "Argentine basin" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.24 0.664 0.036 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -51.444 -40.5536666666667 700 "Argentine basin" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.5 0.556 0.036 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -51.444 -40.5536666666667 1500 "Argentine basin" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.8 0.518 0.036 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -51.444 -40.5536666666667 2289 "Argentine basin" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.08 0.491 0.036 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -1.34216666666667 50.7791666666667 1 "Southampton Water" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.86 1.509 0.047 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -1.34216666666667 50.7791666666667 3 "Southampton Water" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.85 1.498 0.047 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -1.34216666666667 50.7791666666667 5 "Southampton Water" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.83 1.512 0.047 NA NA NA NA NA NA NA NA NA NA
"Bonnand2013" -1.34216666666667 50.7791666666667 11.5 "Southampton Water" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.85 1.499 0.047 NA NA NA NA NA NA NA NA NA NA
"Janssen2021" -72.04 -50.99 125 "3" 0.97 NA 33.95 NA 3.71 "ACE Leg 1" NA NA 27.24 2.62 NA NA 25.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 268 0.03 1.82 21.2 "AAIW" NA NA NA NA NA
"Janssen2021" -95.68 -54.83 100 "5" 0.99 NA 34.03 NA 3.58 "ACE Leg 1" NA NA 27.17 3.97 NA NA 24.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 287 0.03 1.42 11.9 "AAIW" NA NA NA NA NA
"Janssen2021" -95.68 -54.83 150 "5" 0.96 NA 34.05 NA 3.59 "ACE Leg 1" NA NA 27.25 3.39 NA NA 25.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 275 0.03 1.65 15.3 "AAIW" NA NA NA NA NA
"Janssen2021" -95.68 -54.83 300 "5" 0.99 NA 34.14 NA 3.64 "ACE Leg 1" NA NA 27.39 2.82 NA NA 34.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 243 0.03 1.87 54 "AAIW" NA NA NA NA NA
"Janssen2021" -95.68 -54.83 500 "5" 1 NA 34.35 NA 3.73 "ACE Leg 1" NA NA 27.62 2.44 NA NA 34.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 191 0.03 1.91 69.4 "UCDW" NA NA NA NA NA
"Janssen2021" -95.68 -54.83 1000 "5" 0.97 NA 34.68 NA 3.79 "ACE Leg 1" NA NA 27.92 2.31 NA NA 32.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 167 0.02 2.09 76.6 "UCDW" NA NA NA NA NA
"Janssen2021" -118.13 -53.2 90 "6" 1.01 NA 33.98 NA 3.56 "ACE Leg 1" NA NA 27.14 3.85 NA NA 23.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 296 0.03 1.66 9.46 "AAIW" NA NA NA NA NA
"Janssen2021" -118.13 -53.2 125 "6" 0.97 NA 34 NA 3.6 "ACE Leg 1" NA NA 27.23 3.23 NA NA 26.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 283 0.03 1.77 16.6 "AAIW" NA NA NA NA NA
"Janssen2021" -118.13 -53.2 150 "6" 0.98 NA 33.98 NA 3.61 "ACE Leg 1" NA NA 27.26 2.69 NA NA 27.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 294 0.02 1.79 18.7 "AAIW" NA NA NA NA NA
"Janssen2021" -118.13 -53.2 200 "6" 0.98 NA 33.98 NA 3.61 "ACE Leg 1" NA NA 27.33 1.96 NA NA 28.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 296 0.03 1.83 22.3 "AAIW" NA NA NA NA NA
"Janssen2021" -118.13 -53.2 300 "6" 0.97 NA 34.1 NA 3.64 "ACE Leg 1" NA NA 27.44 2.05 NA NA 31.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 256 0.02 2.01 33.5 "AAIW" NA NA NA NA NA
"Janssen2021" -118.13 -53.2 1000 "6" 0.95 NA 34.66 NA 3.78 "ACE Leg 1" NA NA 27.91 2.29 NA NA 32.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 163 0.02 2.15 74.5 "UCDW" NA NA NA NA NA
"Janssen2021" -67.92 -59.6 70 "20" 0.98 NA 33.77 NA 3.63 "ACE Leg 2" NA NA 27.06 2.7 NA NA 25.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 310.9 0.03 1.85 15.5 "PFZ-ASW" NA NA NA NA NA
"Janssen2021" 141.93 -46.97 1000 "SOTS" 1 NA 34.16 NA 3.19 "IN2018V02" NA NA 27.2 4.77 NA NA 29.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 220 0.04 2.02 26.3 "AAIW" NA NA NA NA NA
"Janssen2021" 141.93 -46.97 1250 "SOTS" 0.97 NA 34.23 NA 3.21 "IN2018V02" NA NA 27.41 3.53 NA NA 32.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 201 0.03 2.27 48.3 "AAIW" NA NA NA NA NA
"Janssen2021" 141.9 -47 1000 "PS1" 0.96 NA 34.35 NA 3.4 "IN2018V04" NA NA 27.34 4.8 NA NA 29.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 207 0.03 2.06 29.2 "AAIW" NA NA NA NA NA
"Janssen2021" 141.9 -47 1500 "PS1" 0.87 NA 34.53 NA 3.8 "IN2018V04" NA NA 27.74 2.78 NA NA 34.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 173 0.02 2.38 71 "UCDW" NA NA NA NA NA
"Janssen2021" 141.9 -47 2000 "PS1" 0.86 NA 34.68 NA 3.95 "IN2018V04" NA NA 27.92 2.25 NA NA 32.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 175 0.03 2.28 82 "UCDW" NA NA NA NA NA
"Janssen2021" 141.9 -47 2500 "PS1" 0.84 NA 34.73 NA 3.94 "IN2018V04" NA NA 28.01 1.88 NA NA 32.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 180 0.02 2.27 96.9 "UCDW" NA NA NA NA NA
"Janssen2021" 141.9 -47 3000 "PS1" 0.8 NA 34.73 NA 4.13 "IN2018V04" NA NA 28.06 1.52 NA NA 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 189 0.02 2.25 106 "LCDW" NA NA NA NA NA
"Janssen2021" 141.9 -47 3500 "PS1" 0.83 NA 34.73 NA 4 "IN2018V04" NA NA 28.11 1.2 NA NA 31.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 197 0.01 2.24 111 "LCDW" NA NA NA NA NA
"Janssen2021" 141.9 -47 4000 "PS1" 0.82 NA 34.72 NA 4.08 "IN2018V04" NA NA 28.15 0.92 NA NA 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 203 0.02 2.24 116 "LCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 1000 "PS2" 0.91 NA 34.35 NA 3.42 "IN2018V04" NA NA 27.38 4.53 NA NA 30.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 204 0.03 2.11 37.2 "AAIW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 1500 "PS2" 0.87 NA 34.52 NA 3.8 "IN2018V04" NA NA 27.74 2.82 NA NA 34.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 172 0.03 2.38 75.9 "UCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 2000 "PS2" 0.89 NA 34.68 NA 3.68 "IN2018V04" NA NA 27.92 2.24 NA NA 32.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 178 0.02 2.25 81 "UCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 2500 "PS2" 0.88 NA 34.74 NA 3.78 "IN2018V04" NA NA 28.03 1.78 NA NA 31.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 191 0.02 2.17 89.9 "UCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 3000 "PS2" 0.87 NA 34.73 NA 3.91 "IN2018V04" NA NA 28.07 1.34 NA NA 31.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 198 0.02 2.19 103 "LCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 3500 "PS2" 0.83 NA 34.72 NA 3.94 "IN2018V04" NA NA 28.15 0.94 NA NA 31.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 203 0.02 2.23 113 "LCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 4000 "PS2" 0.87 NA 34.71 NA 4.05 "IN2018V04" NA NA 28.18 0.74 NA NA 32.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 206 0.02 2.25 118 "LCDW" NA NA NA NA NA
"Janssen2021" 153.5 -45.7 4500 "PS2" 0.84 NA 34.71 NA 4.08 "IN2018V04" NA NA 28.19 0.64 NA NA 32.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 211 0.02 2.25 120 "LCDW" NA NA NA NA NA
"Janssen2021" 153.9 -40.4 1000 "PS3" 0.88 NA 34.44 NA 3.31 "IN2018V04" NA NA 27.37 5.08 NA NA 29.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 187 0.02 2.05 34.2 "AAIW" NA NA NA NA NA
"Janssen2021" 153.9 -40.4 1250 "PS3" 0.82 NA 34.488 NA 3.96 "IN2018V04" NA NA 27.57 3.9 NA NA 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 171 0.02 2.32 61.2 "UCDW" NA NA NA NA NA
"Janssen2021" 153.5 -40.3 3349 "PS3-MC1" 0.76 NA 34.72 NA 4.81 "IN2018V04" NA NA 28.11 1.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 197 0.03 NA NA "LCDW" NA NA NA NA NA
"Janssen2021" 154.55 -34.67 750 "TS8" 0.96 NA 34.44 NA 3.51 "IN2018V04" NA NA 27.26 5.93 NA NA 28.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 196 0.02 1.94 28.2 "AAIW" NA NA NA NA NA
"Janssen2021" 154.55 -34.67 1000 "TS8" 0.92 NA 34.46 NA 3.75 "IN2018V04" NA NA 27.46 4.49 NA NA 31.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 180 0.02 2.22 50.8 "AAIW" NA NA NA NA NA
"Janssen2021" 154.55 -34.67 1500 "TS8" 0.88 NA 34.6 NA 4.12 "IN2018V04" NA NA 27.8 2.73 NA NA 34.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 157 0.02 2.42 88.5 "UCDW" NA NA NA NA NA
"Janssen2021" 154.55 -34.67 2000 "TS8" 0.82 NA 34.68 NA 4.12 "IN2018V04" NA NA 27.94 2.1 NA NA 32.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 172 0.03 2.33 91.7 "UCDW" NA NA NA NA NA
"Janssen2021" 154.55 -34.67 3000 "TS8" 0.85 NA 34.72 NA 3.84 "IN2018V04" NA NA 28.1 1.21 NA NA 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 194 0.02 2.26 108 "LCDW" NA NA NA NA NA
"Janssen2021" 154.55 -34.67 3750 "TS8" 0.85 NA 34.72 NA 3.88 "IN2018V04" NA NA 28.16 0.87 NA NA 32.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 199 0.02 2.28 115 "LCDW" NA NA NA NA NA
"Janssen2021" 160 -30 1000 "8" 0.94 NA 34.47 NA 3.63 "GP13" NA NA 27.32 5.62 NA NA 28.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 194 0.03 1.96 33.2 "AAIW" NA NA NA NA NA
"Janssen2021" 165 -30 1500 "13" 0.91 NA 34.56 NA 4.27 "GP13" NA NA 27.7 3.32 NA NA 34.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 164 0.02 2.42 84 "UCDW" NA NA NA NA NA
"Janssen2021" 165 -30 3000 "13" 0.83 NA 34.68 NA 4.54 "GP13" NA NA 28 1.72 NA NA 35.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 161 0.02 2.49 121 "LCDW" NA NA NA NA NA
"Janssen2021" 165 -30 3200 "13" 0.9 NA 34.69 NA 4.53 "GP13" NA NA 28.01 1.68 NA NA 34.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 164 0.03 2.49 121 "LCDW" NA NA NA NA NA
"Janssen2021" 170 -30 1500 "18" 0.88 NA 34.55 NA 4.17 "GP13" NA NA 27.72 3.13 NA NA 34.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 168 0.03 2.4 85 "UCDW" NA NA NA NA NA
"Janssen2021" 170 -30 2900 "18" 0.79 NA 34.67 NA 4.57 "GP13" NA NA 27.99 1.68 NA NA 35.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 160 0.03 2.54 127 "LCDW" NA NA NA NA NA
"Janssen2021" 185 -32.5 1500 "33" 0.86 NA 34.52 NA 4.14 "GP13" NA NA 27.72 2.89 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 168 0.02 NA NA "UCDW" NA NA NA NA NA
"Janssen2021" 185 -32.5 2500 "33" 0.78 NA 34.65 NA 4.69 "GP13" NA NA 28.02 1.84 NA NA 36.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 151 0.02 2.57 126 "UCDW" NA NA NA NA NA
"Janssen2021" 185 -32.5 3000 "33" 0.84 NA 34.68 NA 4.58 "GP13" NA NA 28.02 1.55 NA NA 35.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 162 0.02 2.51 129 "LCDW" NA NA NA NA NA
"Janssen2021" 185 -32.5 4000 "33" 0.88 NA 34.72 NA 4.13 "GP13" NA NA 28.16 0.88 NA NA 32.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 209 0.03 2.23 117 "LCDW" NA NA NA NA NA
"Janssen2021" 185 -32.5 5000 "33" 0.91 NA 34.71 NA 4.11 "GP13" NA NA 28.2 0.62 NA NA 32.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 216 0.03 2.25 124 "LCDW" NA NA NA NA NA
"Janssen2021" 185 -32.5 5400 "33" 0.91 NA 34.71 NA 4.1 "GP13" NA NA 28.2 0.61 NA NA 32.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 217 0.03 2.26 125 "LCDW" NA NA NA NA NA
"Janssen2021" -77.06 -14 1500 "78" 0.81 NA 34.6 NA 5.09 "M77/4" NA NA 27.78 2.86 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 83.7 0.04 NA NA "PDW" NA NA NA NA NA
"Janssen2021" -77.06 -14 2000 "78" 0.72 NA 34.64 NA 5.26 "M77/4" NA NA 27.9 2.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 104 0.04 NA NA "PDW" NA NA NA NA NA
"Janssen2021" -77.06 -14 2500 "78" 0.74 NA 34.67 NA 5.47 "M77/4" NA NA 27.98 1.71 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 132 0.03 NA NA "LCDW" NA NA NA NA NA
"Janssen2021" -77.06 -14 3000 "78" 0.69 NA 34.68 NA 5.57 "M77/4" NA NA 28.02 1.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 131 0.03 NA NA "LCDW" NA NA NA NA NA
"Janssen2021" -145 50 2500 "P26" 0.86 NA 34.63 NA 4.46 "Line P 2012-13" NA NA 27.99 1.52 NA NA 40.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 81.8 0.03 2.71 169 "PDW" NA NA NA NA NA
"Janssen2021" -145 50 3000 "P26" 0.87 NA 34.66 NA 4.5 "Line P 2012-13" NA NA 28.04 1.35 NA NA 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 107 0.04 2.59 167 "LCDW" NA NA NA NA NA
"Janssen2021" -145 50 3500 "P26" 0.84 NA 34.67 NA 4.52 "Line P 2012-13" NA NA 28.07 1.23 NA NA 38.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 124 0.03 2.51 166 "LCDW" NA NA NA NA NA
"Janssen2021" -145 50 4000 "P26" 0.83 NA 34.68 NA 4.54 "Line P 2012-13" NA NA 28.08 1.18 NA NA 37.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 133 0.05 2.5 166 "LCDW" NA NA NA NA NA
"Janssen2021" -35.43 -41.9 400 "62" 0.96 NA 34.2 NA 2.92 "DY110" NA NA 27.21 4.87 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 250 0.03 NA NA "AAIW" NA NA NA NA NA
"Janssen2021" -35.43 -41.9 600 "62" 0.89 NA 34.18 NA 2.92 "DY110" NA NA 27.33 3.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 243 0.03 NA NA "AAIW" NA NA NA NA NA
"Janssen2021" -31.04 -40.36 400 "60" 0.92 NA 34.22 NA 3.09 "DY110" NA NA 27.17 5.27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 246 0.03 NA NA "AAIW" NA NA NA NA NA
"Janssen2021" -31.04 -40.36 600 "60" 1.01 NA 34.17 NA 3.22 "DY110" NA NA 27.28 4.06 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 251 0.02 NA NA "AAIW" NA NA NA NA NA
